Ref Id,Course Name,Level,Duration (Weeks),Start,Fees,Age,Occupation,Education Background,Country,Rating,Complete or Not,Reason for Doing Course,Total Time Spent (Hours),Skills Gained,Did this course meet your expectations?,Did this course help you improve your skills?,Did you gain practical knowledge from this course?,Did the course content effectively cover the topics it promised?,Did this course help you improve your skills?,Were the materials and resources provided sufficient?,Would you recommend this course to others?,Did the course length feel appropriate for the content covered?,Did you experience any technical issues during the course?,Do you believe the course provided good value for the cost?,Would you recommend this course to others?
202202F,Web Development,Basic,4,15-02-2022,4499,36,Business,Master's,India,5,Yes,Promotion,35,"Web Fundamentals, Learn JavaScript and jQuery, Backend Development (Server-Side Programming), Data Management and Storage, React (Front End library and framework), Version Control and Collaboration",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes
202201F,Data Science,Basic,4,15-01-2022,4499,26,Business,Bachelor's,India,4,Yes,Promotion,49,"Tableau, Advanced Mathematics, Excel, Pythone,  Power BI, Advance Excel ",Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes
202207M,Data Science,Intermediate,6,15-07-2022,6499,28,Job,Master's,India,2,No,Promotion,32,"Tableau, Advanced Mathematics, Excel, Pythone,  Power BI",,,,,,,,Yes,,,
202210F,Machine Learning,Advanced,6,15-10-2022,8499,32,Job,Master's,India,3,Yes,Promotion,52,"Azure, Pytorch, Chat Gpt, Tenser Flow, Vector AI, Weak, Keras, H2O.ai, Big ML, Amazon Sagmakar",No,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes
202210M,Data Analyst,Basic,4,01-10-2022,4499,33,Business,High School,India,3,Yes,Promotion,32,"Tableau, Advanced Mathematics, Excel, Pythone,  Power BI",Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,No
202405M,Digital Marketing,Advanced,6,15-05-2024,8499,32,Job,High School,India,4,Yes,Promotion,42,"Google Key, Google Analytics, Word Press, Canva, Blogger, Youtube, Yoast, Similar Web, Meta/Facebook, Pintrist Introduction to Digital Marketing, Website Planning Process, Keyword Research and Content Writing, Search Engine Optimization, ON PAGE SEO ( Auditing of website), Off-Page SEO Essentials",Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes
202408F,Data Science,Intermediate,6,01-08-2024,6499,27,Job,Bachelor's,India,5,Yes,Promotion,41,"Tableau, Advanced Mathematics, Excel, Pythone,  Power BI",Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes
202307F,Data Analyst,Intermediate,6,15-07-2023,6499,37,Business,High School,India,5,No,Promotion,48,"Tableau, Advanced Mathematics, Excel, Pythone,  Power BI",,,,,,,,No,,,
202310M,Digital Marketing,Intermediate,6,15-10-2023,6499,36,Business,Master's,India,5,Yes,Promotion,44,"Google Key, Google Analytics, Word Press, Canva, Blogger, Youtube, Introduction to Digital Marketing, Website Planning Process, Keyword Research and Content Writing, Search Engine Optimization",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
202305M,Machine Learning,Intermediate,6,15-05-2023,6499,24,Fresher,High School,India,3,Yes,Devlopment,37,"Azure, Pytorch, Chat Gpt, Tenser Flow, Vector AI, Weak",Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes
202408M,UX/UI Designer,Basic,4,01-08-2024,4499,37,Job,Master's,India,4,Yes,Job,34,"Adobe XD, Sketch, Figma,Axure",No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
202204M,Data Analyst,Basic,4,01-04-2022,4499,22,Student,High School,India,4,Yes,Promotion,33,"Tableau, Advanced Mathematics, Excel, Pythone,  Power BI, Advance Excel ",Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes
202206M,Digital Marketing,Advanced,6,01-06-2022,8499,29,Job,Bachelor's,India,1,Yes,Promotion,31,"Google Key, Google Analytics, Word Press, Canva, Blogger, Youtube, Yoast, Similar Web, Meta/Facebook, Pintrist Introduction to Digital Marketing, Website Planning Process, Keyword Research and Content Writing, Search Engine Optimization, ON PAGE SEO ( Auditing of website), Off-Page SEO Essentials",No,No,No,No,No,No,No,Yes,No,Yes,No
202409M,Data Science,Intermediate,6,01-09-2024,6499,32,Business,Bachelor's,India,4,Yes,Promotion,33,"Tableau, Advanced Mathematics, Excel, Pythone,  Power BI",Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes
202306M,UX/UI Designer,Basic,4,15-06-2023,4499,19,Student,Master's,India,1,Yes,Job,38,"Adobe XD, Sketch, Figma,Axure, InVision, Zeplin, UserTesting, Framer, Marvel, HTML/CSS/JavaScript basics ",No,No,No,No,Yes,No,No,Yes,Yes,No,No
202403F,Web Development,Basic,4,15-03-2024,4499,21,Fresher,Bachelor's,India,5,Yes,Job,24,"Web Fundamentals, Learn JavaScript and jQuery, Backend Development (Server-Side Programming), Data Management and Storage, React (Front End library and framework), Version Control and Collaboration",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
202208M,Data Analyst,Basic,4,01-08-2022,4499,23,Student,High School,India,3,Yes,Job,34,"Adobe XD, Sketch, Figma,Axure, InVision, Zeplin, UserTesting, Framer, Marvel, HTML/CSS/JavaScript basics ",No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes
202201F,Digital Marketing,Basic,4,15-01-2022,4499,22,Freelancer,High School,India,1,Yes,Devlopment,18,"Google Key, Google Analytics, Word Press, Introduction to Digital Marketing, Website Planning Process, Keyword Research and Content Writing, Search Engine Optimization",No,No,No,No,No,No,No,No,Yes,No,No
202306M,Data Analyst,Intermediate,6,15-06-2023,6499,25,Student,High School,UK,5,Yes,Job,38,"Tableau, Advanced Mathematics, Excel, Pythone,  Power BI",No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
202209F,UX/UI Designer,Intermediate,6,15-09-2022,6499,32,Freelancer,Master's,Germany,4,Yes,Change in field,53,"Adobe XD, Sketch, Figma,Axure, InVision, Zeplin, UserTesting, Framer, Marvel, HTML/CSS/JavaScript basics ",Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes
202401M,Digital Marketing,Advanced,6,15-01-2024,8499,32,Business,Master's,India,5,Yes,Promotion,41,"Google Key, Google Analytics, Word Press, Canva, Blogger, Youtube, Yoast, Similar Web, Meta/Facebook, Pintrist Introduction to Digital Marketing, Website Planning Process, Keyword Research and Content Writing, Search Engine Optimization, ON PAGE SEO ( Auditing of website), Off-Page SEO Essentials",Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No
202405M,Machine Learning,Advanced,6,15-05-2024,8499,33,Job,High School,India,4,Yes,Change in field,44,"Azure, Pytorch, Chat Gpt, Tenser Flow, Vector AI, Weak, Keras, H2O.ai, Big ML, Amazon Sagmakar",Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes
202210F,Web Development,Basic,4,15-10-2022,4499,24,Student,Bachelor's,India,2,No,Job,30,"Web Fundamentals, Learn JavaScript and jQuery, Backend Development (Server-Side Programming), Data Management and Storage, React (Front End library and framework), Version Control and Collaboration",,,,,,,,Yes,,,
202210F,Web Development,Advanced,6,15-10-2022,8499,27,Job,Bachelor's,India,4,Yes,Job,32,"Web Fundamentals, Learn JavaScript and jQuery, Backend Development (Server-Side Programming), Data Management and Storage, React (Front End library and framework), Version Control and Collaboration",Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes
202305F,Data Analyst,Basic,4,01-05-2023,4499,22,Student,Bachelor's,India,3,Yes,Devlopment,26,"Tableau, Advanced Mathematics, Excel",Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes
202203F,Machine Learning,Intermediate,6,15-03-2022,6499,26,Job,Master's,India,4,Yes,Change in field,16,"Azure, Pytorch, Chat Gpt",Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No
202204M,Machine Learning,Advanced,6,15-04-2022,8499,27,Job,Master's,India,1,Yes,Promotion,43,"Azure, Pytorch, Chat Gpt, Tenser Flow, Vector AI, Weak, Keras, H2O.ai, Big ML, Amazon Sagmakar",No,No,Yes,No,No,No,No,Yes,No,No,No
202202F,Digital Marketing,Intermediate,6,15-02-2022,6499,27,Business,High School,USA,4,Yes,Promotion,47,"Google Key, Google Analytics, Word Press, Canva, Blogger, Youtube, Introduction to Digital Marketing, Website Planning Process, Keyword Research and Content Writing, Search Engine Optimization",Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes
202402M,UX/UI Designer,Advanced,6,01-02-2024,8499,31,Business,Bachelor's,India,3,Yes,Promotion,53,"Adobe XD, Sketch, Figma,Axure, InVision, Zeplin, UserTesting, Framer, Marvel, HTML/CSS/JavaScript basics ",No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No
202201M,Data Analyst,Basic,4,15-01-2022,4499,29,Business,High School,India,4,Yes,Promotion,23,"Tableau, Advanced Mathematics, Excel",Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes
202406M,Machine Learning,Basic,4,15-06-2024,4499,32,Business,Master's,India,5,Yes,Promotion,33,"Azure, Pytorch, Chat Gpt",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No
202201F,UX/UI Designer,Intermediate,6,15-01-2022,6499,34,Job,Bachelor's,India,1,Yes,Promotion,36,"Adobe XD, Sketch, Figma,Axure, InVision, Zeplin, UserTesting",Yes,No,No,No,No,No,No,No,Yes,No,Yes
202402M,Data Science,Intermediate,6,15-02-2024,6499,37,Job,High School,India,5,No,Change in field,35,"Tableau, Advanced Mathematics, Excel, Pythone,  Power BI",,,,,,,,No,,,
202306F,Web Development,Advanced,6,01-06-2023,8499,26,Business,Bachelor's,India,4,Yes,Promotion,33,"Web Fundamentals, Learn JavaScript and jQuery, Backend Development (Server-Side Programming), Data Management and Storage, React (Front End library and framework), Version Control and Collaboration",Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes
202309F,Machine Learning,Basic,4,01-09-2023,4499,24,Student,Bachelor's,India,4,Yes,Job,21,"Azure, Pytorch, Chat Gpt",Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes
202305F,Digital Marketing,Basic,4,01-05-2023,4499,37,Business,Bachelor's,India,1,Yes,Promotion,19,"Google Key, Google Analytics, Word Press, Introduction to Digital Marketing, Website Planning Process, Keyword Research and Content Writing, Search Engine Optimization",No,No,No,No,Yes,Yes,No,No,Yes,No,No
202409F,Machine Learning,Intermediate,6,01-09-2024,6499,19,Student,High School,India,4,Yes,Job,31,"Azure, Pytorch, Chat Gpt, Tenser Flow, Vector AI, Weak",No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
202306F,Data Analyst,Basic,4,15-06-2023,4499,19,Student,High School,India,4,Yes,Promotion,50,"Tableau, Advanced Mathematics, Excel, Pythone,  Power BI, Advance Excel ",Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes
202404M,Digital Marketing,Basic,4,01-04-2024,4499,23,Student,High School,India,3,Yes,Job,55,"Google Key, Google Analytics, Word Press, Canva, Blogger, Youtube, Yoast, Similar Web, Meta/Facebook, Pintrist Introduction to Digital Marketing, Website Planning Process, Keyword Research and Content Writing, Search Engine Optimization, ON PAGE SEO ( Auditing of website), Off-Page SEO Essentials",Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes
202211F,UX/UI Designer,Advanced,6,15-11-2022,8499,30,Business,Master's,India,1,Yes,Promotion,48,"Adobe XD, Sketch, Figma,Axure, InVision, Zeplin, UserTesting, Framer, Marvel, HTML/CSS/JavaScript basics ",No,No,Yes,No,No,No,No,No,Yes,No,Yes
202309F,Web Development,Intermediate,6,01-09-2023,6499,25,Freelancer,High School,India,3,Yes,Change in field,43,"Azure, Pytorch, Chat Gpt, Tenser Flow, Vector AI, Weak",Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
202306F,Data Analyst,Intermediate,6,15-06-2023,6499,23,Freelancer,Bachelor's,India,2,No,Devlopment,44,"Tableau, Advanced Mathematics, Excel, Pythone,  Power BI",,,,,No,,,No,No,,
202305F,Digital Marketing,Basic,4,01-05-2023,4499,18,Student,High School,India,5,Yes,Job,39,"Azure, Pytorch, Chat Gpt, Tenser Flow, Vector AI, Weak, Keras, H2O.ai, Big ML, Amazon Sagmakar",Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes
202406F,Data Science,Intermediate,6,15-06-2024,6499,27,Job,High School,India,5,No,Job,16,"Tableau, Advanced Mathematics, Excel",,,,,No,,,No,No,,
202310M,Digital Marketing,Intermediate,6,15-10-2023,6499,24,Student,High School,India,5,Yes,Job,39,"Tableau, Advanced Mathematics, Excel, Pythone,  Power BI",Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes
202401M,Digital Marketing,Intermediate,6,15-01-2024,6499,26,Business,Master's,India,5,No,Change in field,48,"Google Key, Google Analytics, Word Press, Canva, Blogger, Youtube, Introduction to Digital Marketing, Website Planning Process, Keyword Research and Content Writing, Search Engine Optimization",,,,,No,,,No,No,,
202310M,UX/UI Designer,Basic,4,01-10-2023,4499,20,Fresher,Bachelor's,India,3,Yes,Job,26,"Adobe XD, Sketch, Figma,Axure",No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes
202301F,Data Science,Intermediate,6,15-01-2023,6499,30,Business,Master's,India,3,Yes,Promotion,45,"Tableau, Advanced Mathematics, Excel, Pythone,  Power BI",No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes
202406F,Digital Marketing,Basic,4,01-06-2024,4499,27,Business,Master's,Germany,4,No,Devlopment,23,"Google Key, Google Analytics, Word Press, Introduction to Digital Marketing, Website Planning Process, Keyword Research and Content Writing, Search Engine Optimization",,,,,No,,,Yes,No,,
202202M,Web Development,Intermediate,6,01-02-2022,6499,33,Job,High School,India,1,Yes,Change in field,54,"Web Fundamentals, Learn JavaScript and jQuery, Backend Development (Server-Side Programming), Data Management and Storage, React (Front End library and framework), Version Control and Collaboration",No,No,No,No,No,No,No,No,Yes,No,No
202304M,UX/UI Designer,Intermediate,6,15-04-2023,6499,30,Business,Master's,India,2,No,Promotion,37,"Adobe XD, Sketch, Figma,Axure, InVision, Zeplin, UserTesting",,,,,No,,,Yes,No,,
202407M,Machine Learning,Basic,4,15-07-2024,4499,36,Business,Bachelor's,India,5,Yes,Promotion,16,"Azure, Pytorch, Chat Gpt",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
202401M,Digital Marketing,Intermediate,6,15-01-2024,6499,27,Job,High School,India,1,Yes,Promotion,31,"Google Key, Google Analytics, Word Press, Introduction to Digital Marketing, Website Planning Process, Keyword Research and Content Writing, Search Engine Optimization",No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No
202311M,Data Analyst,Basic,4,01-11-2023,4499,21,Student,Bachelor's,India,4,No,Devlopment,26,"Azure, Pytorch, Chat Gpt",,,,,No,,,No,No,,
202208F,Web Development,Intermediate,6,01-08-2022,6499,33,Job,Master's,India,4,No,Promotion,32,"Web Fundamentals, Learn JavaScript and jQuery, Backend Development (Server-Side Programming), Data Management and Storage, React (Front End library and framework), Version Control and Collaboration",,,,,No,,,No,No,,
202303F,Data Analyst,Intermediate,6,01-03-2023,6499,35,Business,High School,India,3,Yes,Devlopment,53,"Tableau, Advanced Mathematics, Excel, Pythone,  Power BI",Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No
202401M,Data Science,Intermediate,6,15-01-2024,6499,37,Business,High School,India,1,Yes,Devlopment,39,"Tableau, Advanced Mathematics, Excel, Pythone,  Power BI",No,No,No,No,No,No,No,Yes,Yes,Yes,Yes
202406M,Machine Learning,Intermediate,6,15-06-2024,6499,29,Business,Master's,India,3,No,Change in field,54,"Azure, Pytorch, Chat Gpt, Tenser Flow, Vector AI, Weak",,,,,No,,,No,No,,
202211F,Web Development,Basic,4,15-11-2022,4499,31,Business,Bachelor's,India,3,No,Change in field,17,"Web Fundamentals, Learn JavaScript and jQuery, Backend Development (Server-Side Programming), Data Management and Storage, React (Front End library and framework), Version Control and Collaboration",,,,,No,,,No,No,,
202212M,Data Science,Intermediate,6,01-12-2022,6499,26,Business,Bachelor's,India,5,No,Change in field,38,"Tableau, Advanced Mathematics, Excel, Pythone,  Power BI",,,,,No,,,Yes,No,,
202304M,Digital Marketing,Basic,4,15-04-2023,4499,23,Student,Master's,India,3,Yes,Job,23,"Adobe XD, Sketch, Figma,Axure",Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No
202210F,Data Science,Intermediate,6,15-10-2022,6499,32,Business,Bachelor's,India,5,No,Devlopment,35,"Tableau, Advanced Mathematics, Excel, Pythone,  Power BI",,,,,No,,,No,No,,
202302F,Data Analyst,Intermediate,6,15-02-2023,6499,20,Student,High School,India,1,No,Change in field,40,"Azure, Pytorch, Chat Gpt, Tenser Flow, Vector AI, Weak",,,,,No,,,Yes,No,,
202405F,Machine Learning,Basic,4,15-05-2024,4499,30,Business,Bachelor's,India,4,No,Promotion,33,"Azure, Pytorch, Chat Gpt",,,,,No,,,No,No,,
202406M,UX/UI Designer,Basic,4,01-06-2024,4499,35,Business,High School,India,5,No,Promotion,16,"Adobe XD, Sketch, Figma,Axure",,,,,No,,,Yes,No,,
202312M,Web Development,Intermediate,6,01-12-2023,6499,19,Freelancer,Master's,India,4,Yes,Change in field,42,"Tableau, Advanced Mathematics, Excel, Pythone,  Power BI",Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes
202308M,Digital Marketing,Intermediate,6,15-08-2023,6499,30,Freelancer,Master's,India,3,No,Devlopment,32,"Google Key, Google Analytics, Word Press, Canva, Blogger, Youtube, Introduction to Digital Marketing, Website Planning Process, Keyword Research and Content Writing, Search Engine Optimization",,,,,Yes,,,No,Yes,,
202301M,Digital Marketing,Intermediate,6,01-01-2023,6499,29,Job,High School,India,1,Yes,Change in field,26,"Google Key, Google Analytics, Word Press, Introduction to Digital Marketing, Website Planning Process, Keyword Research and Content Writing, Search Engine Optimization",No,Yes,No,No,No,No,No,No,Yes,No,Yes
202301M,Data Science,Basic,4,01-01-2023,4499,25,Student,High School,India,2,No,Job,29,"Tableau, Advanced Mathematics, Excel",,,,,No,,,Yes,No,,
202307M,Machine Learning,Intermediate,6,15-07-2023,6499,36,Fresher,Bachelor's,India,5,Yes,Devlopment,55,"Azure, Pytorch, Chat Gpt, Tenser Flow, Vector AI, Weak",No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
202301M,UX/UI Designer,Advanced,6,01-01-2023,8499,18,Fresher,Master's,India,5,Yes,Devlopment,48,"Adobe XD, Sketch, Figma,Axure, InVision, Zeplin, UserTesting, Framer, Marvel, HTML/CSS/JavaScript basics ",No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No
202211M,Digital Marketing,Intermediate,6,15-11-2022,6499,19,Freelancer,High School,India,5,Yes,Change in field,33,"Google Key, Google Analytics, Word Press, Canva, Blogger, Youtube, Introduction to Digital Marketing, Website Planning Process, Keyword Research and Content Writing, Search Engine Optimization",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
202210M,Data Science,Advanced,6,01-10-2022,8499,28,Business,Bachelor's,India,5,Yes,Promotion,48,"Tableau, Advanced Mathematics, Excel, Pythone,  Power BI, Advance Excel ",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
202201M,Data Science,Advanced,6,01-01-2022,8499,37,Job,Master's,India,1,Yes,Promotion,32,"Tableau, Advanced Mathematics, Excel, Pythone,  Power BI, Advance Excel ",No,No,Yes,No,Yes,No,No,No,Yes,No,Yes
202203M,Web Development,Basic,4,01-03-2022,4499,24,Student,Bachelor's,Germany,4,Yes,Devlopment,32,"Web Fundamentals, Learn JavaScript and jQuery, Backend Development (Server-Side Programming), Data Management and Storage, React (Front End library and framework), Version Control and Collaboration",Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No
202409F,Digital Marketing,Advanced,6,15-09-2024,8499,29,Job,Bachelor's,India,1,Yes,Promotion,48,"Google Key, Google Analytics, Word Press, Canva, Blogger, Youtube, Yoast, Similar Web, Meta/Facebook, Pintrist Introduction to Digital Marketing, Website Planning Process, Keyword Research and Content Writing, Search Engine Optimization, ON PAGE SEO ( Auditing of website), Off-Page SEO Essentials",No,No,No,No,Yes,No,Yes,Yes,No,Yes,No
202310F,UX/UI Designer,Basic,4,01-10-2023,4499,29,Business,Bachelor's,India,5,Yes,Change in field,33,"Adobe XD, Sketch, Figma,Axure",No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
202311F,UX/UI Designer,Intermediate,6,01-11-2023,6499,27,Job,Bachelor's,India,5,Yes,Job,32,"Adobe XD, Sketch, Figma,Axure",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
202201M,Digital Marketing,Intermediate,6,01-01-2022,6499,20,Student,High School,India,5,Yes,Job,54,"Tableau, Advanced Mathematics, Excel, Pythone,  Power BI",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes
202408F,Digital Marketing,Basic,4,01-08-2024,4499,34,Business,Bachelor's,India,2,Yes,Promotion,46,"Google Key, Google Analytics, Word Press, Canva, Blogger, Youtube, Introduction to Digital Marketing, Website Planning Process, Keyword Research and Content Writing, Search Engine Optimization",No,No,No,Yes,Yes,No,No,No,Yes,Yes,No
202308F,Data Science,Intermediate,6,01-08-2023,6499,35,Job,Bachelor's,India,5,Yes,Change in field,22,"Tableau, Advanced Mathematics, Excel",Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes
202301M,Digital Marketing,Basic,4,15-01-2023,4499,20,Student,Bachelor's,Germany,4,Yes,Job,24,"Adobe XD, Sketch, Figma,Axure",Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes
202404F,UX/UI Designer,Basic,4,15-04-2024,4499,30,Business,High School,India,2,Yes,Devlopment,44,"Adobe XD, Sketch, Figma,Axure, InVision, Zeplin, UserTesting, Framer, Marvel, HTML/CSS/JavaScript basics ",No,No,No,No,Yes,No,No,No,No,No,No
202301F,Web Development,Basic,4,15-01-2023,4499,23,Student,Bachelor's,India,2,Yes,Job,32,"Web Fundamentals, Learn JavaScript and jQuery, Backend Development (Server-Side Programming), Data Management and Storage, React (Front End library and framework), Version Control and Collaboration",No,No,No,No,Yes,Yes,No,No,No,Yes,No
